function	ft_method	target_layers	data_type	split	plm	head	task	head_config	layer	reduction	output_dir	gpus	gres	mem-per-cpu	nodes	run_time	experimenting
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	all	gb1	three_vs_rest	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	all	meltome	mixed	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	aav	one_vs_many	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	gb1	three_vs_rest	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	proteinbert	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-small	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	10g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-medium	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	20g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	first	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	quarter1	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	middle	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	quarter3	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
fine_tuning	bottleneck_adapters	last	meltome	mixed	progen2-xlarge	linear	regression	bottleneck_last_linear_head_config.json	last	mean	/cluster/scratch/estamkopoulo/computational_analysis	1	a100-pcie-40gb	40g	1	4	True
